artifact_prefix,split,fold,horizon,issue_start,issue_end,target_date,target_day_name,target_month,target_year,open_store_count,open_row_count,target_total_customers,mean_target_customers,total_abs_error,mae,rmse,mean_signed_error,daily_wape,promo_rate_target,schoolholiday_rate_target,stateholiday_rate_target,stateholiday_code,has_promo_heavy_target,has_schoolholiday_signal,has_stateholiday_signal,daily_wape_rank,daily_wape_p90_cutoff,is_top_decile_spike
lightgbm,val,1,14,2014-11-08,2014-12-19,2015-01-01,Thursday,1,2015,18,18,23049.0,1280.5,3925.731660720471,218.09620337335951,266.2519125542032,-99.69984657870926,17.03211271951265,0.0,1.0,1.0,a,0,1,1,1,13.315635112228838,1
lightgbm,val,1,14,2014-11-08,2014-12-19,2014-12-31,Wednesday,12,2014,922,922,437324.0,474.32104121475055,70916.02370292648,76.91542700968165,112.26834220963812,-4.409293507501194,16.215900271406664,0.0,1.0,0.0,0,0,1,0,2,13.315635112228838,1
lightgbm,val,1,14,2014-11-08,2014-12-19,2014-12-25,Thursday,12,2014,16,16,24451.0,1528.1875,3826.6835230651673,239.16772019157295,324.5368719297099,127.77106199254658,15.65041725518452,0.0,1.0,1.0,c,0,1,1,3,13.315635112228838,1
lightgbm,val,1,14,2014-11-08,2014-12-19,2014-12-24,Wednesday,12,2014,922,922,493225.0,534.9511930585684,76409.82304789327,82.87399462895148,112.28313261905664,-6.746021439524363,15.491879577858638,0.0,1.0,0.0,0,0,1,0,4,13.315635112228838,1
lightgbm,val,1,14,2014-11-08,2014-12-19,2014-12-26,Friday,12,2014,19,19,32180.0,1693.6842105263158,4318.142943181815,227.27068122009553,320.53451825629674,-61.2925139343791,13.418716417594204,0.0,1.0,1.0,c,0,1,1,5,13.315635112228838,1
lightgbm,val,1,14,2014-11-08,2014-12-19,2014-12-27,Saturday,12,2014,922,922,644936.0,699.4967462039045,79894.04843926364,86.6529809536482,116.9193237443001,5.331263817578712,12.387903363940552,0.0,0.14316702819956617,0.0,0,0,1,0,6,13.315635112228838,0
lightgbm,val,1,14,2014-11-08,2014-12-19,2014-12-21,Sunday,12,2014,27,27,40226.0,1489.851851851852,4628.935168388859,171.44204327366145,236.42821438442272,-53.98647356155621,11.50732155419097,0.0,0.0,0.0,0,0,0,0,7,13.315635112228838,0
lightgbm,val,1,14,2014-11-08,2014-12-19,2014-12-30,Tuesday,12,2014,922,922,819685.0,889.029284164859,84084.31739957115,91.19774121428541,128.45332767420044,46.7960133167217,10.258125670174659,0.0,1.0,0.0,0,0,1,0,8,13.315635112228838,0
lightgbm,val,1,14,2014-11-08,2014-12-19,2014-11-29,Saturday,11,2014,922,922,758510.0,822.6789587852495,76097.76813037683,82.53554027155839,131.39824010785958,28.389618478417074,10.032533273177261,0.0,0.0,0.0,0,0,0,0,9,13.315635112228838,0
lightgbm,val,1,14,2014-11-08,2014-12-19,2014-12-23,Tuesday,12,2014,922,922,1114233.0,1208.4956616052061,107058.1311374876,116.11510969358741,155.40939460841494,72.70094986702165,9.608235542968805,0.0,1.0,0.0,0,0,1,0,10,13.315635112228838,0
lightgbm,val,1,14,2014-11-08,2014-12-19,2014-12-22,Monday,12,2014,922,922,1113787.0,1208.0119305856833,102380.0395058763,111.04125759856431,155.6340195530415,11.978918930595201,9.192066302253151,0.0,1.0,0.0,0,0,1,0,11,13.315635112228838,0
lightgbm,val,1,14,2014-11-08,2014-12-19,2014-11-23,Sunday,11,2014,16,16,35099.0,2193.6875,3123.260145491007,195.20375909318793,263.8400286460187,85.43348212613728,8.898430569221365,0.0,0.0,0.0,0,0,0,0,12,13.315635112228838,0
lightgbm,val,1,14,2014-11-08,2014-12-19,2014-12-05,Friday,12,2014,922,922,949824.0,1030.177874186551,83146.83220978997,90.180945997603,126.89054086617345,68.25489773629435,8.753919906192092,1.0,0.0,0.0,0,1,0,0,13,13.315635112228838,0
lightgbm,val,1,14,2014-11-08,2014-12-19,2015-01-02,Friday,1,2015,1100,1100,822738.0,747.9436363636364,71006.2405712125,64.55112779201137,92.60477757685022,15.149928196156397,8.63048024659278,0.0,1.0,0.0,0,0,1,0,14,13.315635112228838,0
lightgbm,val,1,14,2014-11-08,2014-12-19,2014-12-06,Saturday,12,2014,922,922,712997.0,773.3156182212581,60896.52174347997,66.04828822503251,108.56547468468708,5.597609956193867,8.540922576599899,0.0,0.0,0.0,0,0,0,0,15,13.315635112228838,0
lightgbm,val,2,1,2015-01-17,2015-02-27,2015-02-16,Monday,2,2015,1068,1068,874553.0,818.8698501872659,119467.53321523008,111.86098615658247,177.94950362488373,-10.566963214393608,13.660410885930308,1.0,0.2350187265917603,0.0,0,1,1,0,1,7.37405932808593,1
lightgbm,val,2,1,2015-01-17,2015-02-27,2015-01-24,Saturday,1,2015,1099,1099,633273.0,576.2265696087352,67925.88052955159,61.806988652913184,82.83280893271503,-10.028061600757573,10.726160838935435,0.0,0.0,0.0,0,0,0,0,2,7.37405932808593,1
lightgbm,val,2,1,2015-01-17,2015-02-27,2015-02-12,Thursday,2,2015,1099,1099,725171.0,659.8462238398544,56757.69182632073,51.644851525314586,99.5483525367058,-15.648057726320586,7.826801102956507,0.0,0.11464968152866242,0.0,0,0,1,0,3,7.37405932808593,1
lightgbm,val,2,1,2015-01-17,2015-02-27,2015-02-17,Tuesday,2,2015,1096,1096,828138.0,755.6003649635037,64485.66850465539,58.83728878161988,99.3051489930545,-6.658716181522293,7.786826411136234,1.0,0.229014598540146,0.0,0,1,1,0,4,7.37405932808593,1
lightgbm,val,2,1,2015-01-17,2015-02-27,2015-02-14,Saturday,2,2015,1100,1100,737272.0,670.2472727272727,54496.31021222982,49.5421001929362,75.59216581856249,23.177229501598877,7.3916153349414895,0.0,0.0,0.0,0,0,0,0,5,7.37405932808593,1
lightgbm,val,2,1,2015-01-17,2015-02-27,2015-01-31,Saturday,1,2015,1099,1099,762194.0,693.5341219290264,55000.34027707732,50.04580552964269,70.8801457744074,21.52918370144698,7.2160552663858955,0.0,0.0,0.0,0,0,0,0,6,7.37405932808593,0
